title,review,rating,date,polarity,Sentiment
Best,delivers best high octane action thriller franchise pro bit let jw came back banger jw delivered one best action time stunt choreography camera work editing heart pumping bgms totally bonkers many prolonged action sequence movie never fails deliver thrill adrenaline rush besides action set piece jw well contributed world building whole tetralogy done good job world building character establishment hope well used upcoming spin series movie cast great job especially keanu reef donie yen great con silly logical mistake cant ignore overall action lover john wick fan dont miss watch big screen must watch highly recommended,9,2023-03-24,0.26454545454545453,Positive
Legendary....,walk john wick expectation see standard refuse lower excitement already creeping first second engages hesitation quarter beginning read somewhere reviewer said wasnt wasted moment film watched questioning validity werent wrong conversation purpose scene make point gunfight samurai scene tokyo phosphorus gunfight shot paris action doesnt diminish normally sequel lesser john wick simply build onto quadrilogy make sense continues story character get interestingi tell right phosphorus gunfight scene doesnt impress paris traffic carnage scene brilliant cant say ever seen someone full continuous drifting muscle car either di know keanu said chad stahelski taking long break john wick series seen end ended note feel could live find another story build onto john wick series truly left movie happy felt donedont leave credit done trust finished,10,2023-03-22,0.13887987012987013,Positive
"John Wick: Chapter 4 offered me 169 minutes of pure entertainment with an exciting cast of characters and action sequences that'll impress anyone, a perfect action film",expectation john wick chapter high film become favorite action film time say without giving second thought met expectation thug easy obstacle nothing new except ballistic suit like protagonist chapter begin recovered baba yaga who blood actor returning character along keanu reef john wick laurence fishburne bowery king ian mcshane winston scott lance reddick one final role charon new role loved donnie yen caine blind high table assassin old friend john wickbill skarsgård marquis vincent de gramont powerful member high table whose position challenged john wick hiroyuki sanada shimazu koji manager osaka continental hotel old friend john wick also star shamier anderson rina sawayama scott adkinsthe premise go like john wick uncovers path defeating high table earn freedom wick must face new enemy powerful alliance across globe force turn old friend foeslets dig deeper story sequence liked weak spot samurai movie osaka continental offer brilliant choreography character good guy like bad guy hiroyuki sanada brilliant ever also showing donnie yen retired blind assassin always nice see new continental one sure felt special notice friendship john wick shimazu koji action sequence great favorite city action sequence found paris biggest importance story brought many memorable moment show keanu reef right lead franchise paris also city marquis vincent de gramont located becomes highestranking member high table film bill skarsgård hold one strongest performance film marquis keanu reef hold best though maybe best dramatic performance certainly overall performance stunt alongside everything else stunt incredible donnie yen great possibly even one best thing movie knowledge martial art also character loved performance surprised shamier anderson mysterious bounty hunter great character could much easily say donnie yen hiroyuki sanadas character one final action sequence one take except quick cut moving back one take shot camera letting u see everything happening moving john wick fire inside abandoned buildingchad stahelski truly directed action film thatll remembered decade direction action dramatic scene brilliant there many fight sequence film small like big directed shot brilliantly screenplay done shay hatten michael finch dont problem good wick film hold quality movie arent best writing hollywood happens screen blood spilled tyler bates joel j richard returned compose score film previous three film like shay hatten done tooi read various critic people complaining length chapter runtime minute long full beautiful looking shot nothing story create atmosphere suspense succeeds scene could easily trim yes still found length perfect want see hour minute version great film theatrical version magnificent chapter tying loose end finally find peace freedom long road point chad us film length tell bigger deeper story simple story run time also mean action sequencesthis might best film four action drama also beautiful regard camera work cinematography dan laustsen truly know craft making scene absolutely mesmerizing look loved every second saw cinema woman mother sat beside person said brutal five minute first action scene started joke aside john wick chapter franchise best action sequence keanu reef best like role matrix john baba yaga wick another role hell remembered incredible film one best ive seen awhile,10,2023-03-26,0.3112131490958022,Positive
Adrenaline rush,quite possibly best action movie decade one currently number one terminator best action movie time raid best action sequel time movie best th movie series time prop lethal weapon well keanu bad as ok move little slow beginning time second half come along move like martial art madman said nunchucks incorporates character first half brilliant set piece absolutely fantastic music perfectly incorporated well nod classic flick movie buff catch,10,2023-03-24,0.28551587301587317,Positive
"May possibly be the best John Wick, but is absolutely the most John Wick.",lasted minute idea time flew right bychad stahelski pull punch engage safety time gunfu epic combat scene moment much entire act amount stunt choreography everybody synchronize rather incredible continue find way entertain u kill kill type use weapon location teamwork etc caught smiling minute end several time watching itof course though said really lean im sure true previous film well apparent john wick virtually die every scene whether attacked fail attack right time go every foe like bear revenant full adrenaline sign slowing matter hit think look hard enough find enemy clear shot choose take plot armor forgive enough youre rewarded longer take overall longer action sequence really loved many scene took place night dazzlingly lit environment around music every scene kick much see screen pondered john wick doesnt video game yet ever make one decided id like one topdown shooter game similar hong kong massacre maybe like gtasa mp rampage stylei acknowledge franchise still pine missing component dont know itll ever able bring back watching john wick fun found interested seeing prequel baba yaga prime taking mission rather hunted even still least movie absolutely feared chapter still found heavily respected movie realized would probably repetitive formula narrative movieaction structure still yet break chapter lived assassin would go without hesitation felt world breathed first time around continue path chapter opening universe different character breeding kind loyalty insanely fun watch see cogwheel john wick universe spinning future continental television show ballerina movie spinoff remain faulty though even existence civilian fight scene act droning npc like nothing happening around arent whatsoever clear world movie take place rather parallel onei mentioned introduction new character world cant bring donnie yen talking steal every scene crazy wonder character like could thrive world absolutely believe watch absolutely take rina sawayama isnt featured much make use every second front camera plenty others great hiroyuki sanada point remains wick relegated greater universe character whogood bad themselvesare one actually root fight keanu reef understandably le nimble age others either bad acting really taken john wick role line delivery hilarious new height stahelski found groove still make impenetrable force around point go back watch action scene matrix resurrection wonder happened didnt love one particular character big fighting moment go versatility give muchmarch incredible run theatrical film john wick chapter different lean forward action plenty im one go feel runtime end credit scene well youre able stay moment longer would love go back see one,8,2023-03-17,0.12757230692013302,Positive
There is such a thing as too much,table international crminal brotherhood condemned john wick empowers marquis deal manager new york continentale hotel maybe maybe way outas expected imdb full people saluting best john wick yet masterpiece best action movie ever etc view differs must start giving credit due production design cinematography action choreography direction first rate deserved much better film film deserved much better script thisthe story fine quite good even buried industrial quantity action defies belief everbodys resistance trauma complete absence police big two let forget endless succession pair heavy coming nowhere stopping wick gunand even scriot deserved better actor keanu reef fair character first film reduced mere cardboard cutout reef genuinely like performer doesnt even play cardboard well herethis beautifully crafted drivel craft reef central performance average,5,2023-03-30,0.24073322510822506,Positive
Bonjour Monsieur Wick,john wick series always overthetop action thriller joyride focused dazzling visceral expertly choreographed action sequence trying tell coherent story stylish assassin director chad stahelskis john wick chapter exception abundantly delivers franchise hallmark snazzy gun lovable dog one haggard man black john wick chapter isnt movie casually sit watch apropos nothing commitment term long invested really idea john wick film engaging credit john wick chapter admirable job leaving open possibility future filled story movie new supporting character come pleasant surprise given much time story spends trying remind wick baddest man town movie thats meant watched loud big remember john wick fought hard,9,2023-03-17,0.2027892561983471,Positive
It got on my wick.,first three john wick film came fairly quick succession five year first third chapter film trying top one term wild set piece became bit much action rapidly becoming frenetic overthetop parabellum part three enoughi hoped four year parabellum fourth entry franchise given big enough breather might able find new appreciation excessive mayhem anything found chapter even tiresome fight scene technically excellent simply dont know quit theyre even ridiculous ever wick established semimythical baba yaga seemingly impervious pain injury meaning character never real peril generates zero jeopardy excitement anything relentless action scene result boredom mindnumbingly repetitive farfetched whopping hour minute runtime doesnt helpdirector chad stahelski push plausibility way beyond breaking point protracted melee amidst traffic around arc de triomphe somehow fails attract attention paris gendarmerie even dumb scene film packed dumb scene see nightclub reveller continuing dance people shot axed death around final act duel john blind warrior caine donnie yen take place outside basilica sacrécoeur de montmartre dawn single tourist passerby alert authority occurringive known enjoy comicbook action film arent exactly grounded reality john wick seems take place alternate universe none rule apply since little see film believed definitely dont swallow idea john wick actually dead end although sincerely hope isthose claiming best action film ever made clearly never seen raid early john woo film night come u ongbak born fight eastern condor line duty iv well get idea,4,2023-03-25,0.06193587662337663,Positive
"""Yeah.""",fourth installment successful franchise keanu reef wearily drag setpiece setpiece saying little surviving ridiculous setup finally achieves nothingthe acting writing john wick chapter indeed worst aspect film exaggerated runtime almost three hour doesnt helptry remember john wick motivation thing exactly actually escpecially one addition lack motivation chapter remarkable retcon sense john wick could ended hunt person way earlier thus making least last two installment redundanttheres plenty action sure getting unrealistic youll situation suspension disbelief say byebye especially contrast growing ridiculousness action john wick decreasing vigourthe plot toddler level plot hole contrivance really distracting yes even action nobrainer like keanu reef maybe ten line dialogue whole movie marquis nonsense character like donnie yen caine character appear especially caines case youre supposed emotional he basically john wick brother another mother never knew oh wellthis definition dumb movie dumb people want enjoy nice shot overthetop action really nice love keanu reef jam need bare minimum consistency structure might feel cheated,5,2023-03-24,0.03876262626262626,Positive
John Wick became the parody of himself. The true identity of this franchise is completely lost.,went cinema great expectation admit photography gorgeous location wonderful action sequence well coordinated however feel true identity franchise completely lost fourth chapter first two movie best stunt look credible parabellum started drop quality still solid flick john suddenly became superhero take hit fall every height keep going like nothing happened chad stahelski directed first movie expecting success production company ordered sequel really know develop saga one biggest action franchise tv show aired future maybe th entry already approved got definitely hand wick basically became parody scene forced comedic moment quite deliver perspective really know invent anymore really hope future screenwriter director come better idea series potential showed previous chapter case felt pointless purposeless,4,2023-03-24,0.2160493827160494,Positive
Loving Husband,mr wick nears end journey given delight story well structured across constant world building give neverending stream new structural actionable aspect feel natural progress action plot point personal development intertwining interest rooted common found circumstance history connection well coincidence luck came back life free man will fight leave came matter cost nature expands new unsurprising aspect feature delivers entertains,10,2023-03-25,0.06363636363636364,Positive
Does not feel like a 3-hour movie,let honest choose see john wick movie know whats coming several hour hyperkinetic top violence pounding soundtrack moody lighting front john wick chapter delivers somethere isnt plot recall favourite assassin wrestling unseen high table price head increasing faster postcovid inflation every goon suit collect john wade tsunami body order well keep killing peopleclearly there logic john identifiable motive anymore even endgoal mind instead he main character video game youre watching twitch stream someone talented playing way final bossat one point characteristic cemented spectacular fashion camera shift topdown view get watch john move room room bloody spree fantastic sequence right spray blood henchman get shot head close rangeso great film well yes john wick chapter play straight line stick religiously aesthetic injokes fact grunt dialog film absolutely belief front right belter,7,2023-03-26,0.19639097744360906,Positive
One of the most beautiful and hyperkinetic action films ever!,john wick chapter one captivating exciting eyepopping hyperkinetic beautiful action film ever made director chad stahelski done unthinkable outdone fourth entry taking two hour fortynineminute runtime longest series making feel hour shorter combat magnum opus relentless sensory experience gorgeously hyperviolent easily best seriesbaba yaga fighting defeat high table also facing devilish powerful new adversary disquieting deviously memorable performance bill skarsgärd marquis deathdefying bloodspurting neonblasting stuntstospare wellgroomed highfashion style yes plot rather simple straightforward lacking indepth character background hasnt strength wick film anywaythe masterful element play chapter begin colorful even extravagant likeable supporting character including laurence fishburne crafty bowery clancy brown cryptic harbinger donnie yen electrifying blind yet intuitive caine terrifically shamier anderson tracker shady spylike character give indelible performance range brutal toughness vulnerable subjugationadd heartpounding sound effect pulsating musical score striking nighttime dark gritty noirinspired cinematography masterful fighting choreography frame wick different city sumptuous vista across globe locale outstanding sacré coeur arc de triomphe louvre eiffel tower france opening scene aqaba jordan plus berlin tokyo end feel like edgy revolutionary james bondesque entry yetthe elaborate visceral set design chapter crowning achievement lavish rich detail put wick elegant hightech room ornate building rousing nightclub memorably long flight stair heavily trafficked street gutwrenching headpopping fighting sequence ensue wickedly wild ride beginning end left breathless gasping exclaiming wow wonderment,9,2023-03-24,0.20439393939393938,Positive
Such is life.....,john wick uncovers path defeating high table earning battered body much deserved freedombut earn freedom wick must face new enemy powerful alliance across globe force turn old friend foesfirst film feature donnie yen scott adkins must action film aficionado john wick film isnt dream come true work sheer genius ive expectation high several film year pant man cocaine bore scream vi let downso tried lower expectation couldnt franchise getter bigger better instalment meet expectationstoo bloody right masterpiece set piece going beyond pleasing fansthere five huge set piece wonderfully staged brutal unflinching usurp anything previous three moviesthe first shimazus continental although go breathtaking reminiscent shootout end parrabellum yen making good use everyday household item icing cake sequence wick using nunchucks thats need know wick using nunchucksthe second feature yen scott adkins thrown good measure he wearing fat suit beautifully staged wick suffering badly time hand adkins beautiful diegetic piece le castlevania keeping tradition franchise though pencil good weapon wait see used herethirdly arguably best shoot around arc de triumphe ballet car bullet edge seat seamless expertly made doubt youll find better cinematic action scene decade beautifulfourthly wonderful head long take wick taking bad guy room room using unique gun series literally blastand bone crunching funniest sequence step leading church put exorcist shameall clocking nearly three hour didnt find film bloated lagging reef he movie star acting pretty questionable film man screen presence performance he dedicated cause wickwhat let side little skarssgards pantomime portrayal villain he far camp least threatening help wick received tracker little convenient timesbut minor quibble aside masterpiece action ball wall moment see thunder road pc logo right fade last scenethis everything youve expected fan action genre see youve deserved itlook wilhelm scream stingerchefs kiss,9,2023-03-25,0.15261779886779883,Positive
Action masterpiece,john wick chapter action masterpiece emotionally investing unashamedly pretentious extremely satisfying final chapter continues celebrate stunt work art form absolutely deliver franchise high spectacle really put majority action film shamekeanu reef even agile ever continues really impress action despite film though action excels sense finality time around adding sombre contemplative nature performance beautifulthe supporting cast insanely stacked definite new record franchise ian mcshane lawrence fishburne play familiar strength really dial there newcomer starting shamier anderson really interesting angle character thats lot funrina sawayama make terrific screen debut great chemistry hiroyuki sanada wrong reunion reef joy see bill skarsgård another memorable villain franchise character dress like gentleman act like complete oppositescott adkins play type hilarious fashion there donnie yen obviously he perfect action scene cool top he one best character conflict john isnt black white previous antagonist making interestingchad stahelskis direction phenomenal action scene still super clean impeccably choreographed there nightclub scene actually improves original fight oncoming traffic thats jaw droppingly good one take one best timethe film also offer excellent reminder stahelski amazing visual stylist well dan laustsens cinematography creates beautifully film make location visually unique lighting particular stunning throughoutthe pacing good gaining momentum early never letting music tyler bates joel j richard incredible bringing back greatest hit without solely relying actually creating unique score four plenty new piece,10,2023-03-25,0.29943434343434333,Positive
Oh wow..,absolutely amazed film wasnt expecting brilliant whenever camera zoom city omg mouth dropped fight like min extremely brutal reason im reviewing rd cause uk released early watched pm today absolutely amazing brilliant new villians wow crazy marquis tracker caine many ending unexpected sad there slow moment extremely intense gruesome part faint heart film uk idk got recommend ppl handle hope everyone enjoys film best film year rank john wick john wick john wick number john wick chapter thats review john wick chapter hope everyone like review,10,2023-03-23,0.008964646464646465,Positive
The bad reviews are right again...,never read good review anything movie tv videogames never always read bad review onlywhen see many review say worst movie ever chance high movie decent worth view people never watch actually bad movie would know one worst movie ever thousand themwhen see many review say ill never get hour back wasted hour life know movie pretty good im gon na like people sleep le time day even minute le day get wasted hour back timebut see even one review complain fourth movie franchise worst whole franchise suck yet sit whole franchise since able criticize movie masterpiece chapter masterpiece enjoy action fan deserve this👍👍👍update see review expression people blind movie probably blind people sens enhanced know better people mediocre level sense completely ignorant subjective mean,10,2023-03-19,-0.06119444444444443,Negative
Am I missing something here?,raving movie felt lacked decent storyline hour min fighting remaining minute actingthe usual far long fighting scene usual mma move getting enemy head leg reloads gun shoot headfor least hour long could much shorter storyline weak long gap john wick surprised written betteri also idea review minimum go charactersyes,4,2023-04-02,-0.06893939393939395,Negative
I don't understand the great scores of this movie,opinion far worst movie franchise way top everybody seems magical jacket stop bulletsaudience loved dog third one lazily copied one also didnt bother real cool scene itim happy made john wick since every movie getting worse worse one already bad regret spending money see itpeople shooting dying center paris police doesnt seem carejohn wick getting shot falling great height etc without issue,4,2023-04-23,0.07678571428571428,Positive
"Ridiculous, boring and pathetic...",time hybrid comic bookvideo game stupid plot worse average acting fight scene poorly done dont mind going bathroom dont get wrong loved john wick thought ok came showed imagination stopped show artist creatives merely clown looking buckits completely without value got instead photography beautiful dog hero rest worthless save money time,2,2023-03-30,-0.1107142857142857,Negative
Best John Wick Film Yet,jw exceptional youre gunna see anything wkd see john wick chapter nonstop adrenalinefueled rollercoaster ride full tension action suspense dont speed jw film necessarily nd act dedicated jw enthusiast difficult followtheres also unrecognizable moviestar hair makeup fat suit clocked wont spoil ityet hilarious role much like le grossman tom cruise tropic thunderthe rd act jw worth price admission far best movie year far last hour one best finale action film recent memoryshoutout production crew film doesnt work without crew stunt coordinator sound mixersdesigners safety staff grip hair makeup choreographer costumer animal trainer phenomenal job across boardtreat jw wkd stay postcredit scene canrip lance reddick,10,2023-03-24,0.2833333333333334,Positive
Just have fun out there,john wick chapter come bang john want clear name done table route getting time much harder task seen beforethere many highlight movie action superb already first watch favourite hard pick amazing sequence movie wont say location want give nothing away say paris lot traffic movie delf character way get really good time side character usually movie like would give minute screen time kill isnt case time sense get motive get struggle really good interaction john favourite side character nobody shimazu cainejohn take hit serious fall damage movie real life hahaha spectacle grand scalevery small nitpicks fight superb would like intimate fight eg jw entered house felt threatening thats hahaha personal preference nitpick pretty darn goodjw definitely best sequel first opinion,9,2023-03-23,0.28369565217391307,Positive
A rare case of an action film franchise being so perfect!,far better expecting thought going bad movie slightest expecting bedazzled john wick stepped plate hit man meal park every single time keanu reef filmmaker chad stahelski done everything power keep action constantthe odd part movie best action sequence movie depth story odd considering john wick movie story whole thing started fact son crime bos killed dog late wife gave humorous plot commits franchise statie action film plot movie decides take little serious others really focusing far wick gone rabbit hole snice first film surprising badthen action done best world john wick feel like one episode mandalorian thats mandalorian afterall donnie yen movie want make sure he many cool action sequence possible mean time movie john disappears allow others shine great far actionalso great scott adkins fat suit want spin movie scott adkins fat suiti would keep going want long movie worry dont even notice film hard hitting,9,2023-03-24,0.16121933621933618,Positive
Movie of the year,got home theater man oh man one best movie ive seen long time legitimately masterpiece ive seen lot film think best action film ive seen definitely best action film saga wait theater long time blown away well made film wasthe lighting evolved movie absolutely stunning go along cinematography absolutely beautiful shot course choreography incredibly well orchestrated people stunt seriously need oscar choreography stunt workthis one lance reddick love miss dearly bravo,10,2023-03-26,0.4597222222222223,Positive
Such movies are made once in a lifetime!,luckiest people alive time best john wick movie one best action movie truly beautiful movie yes hundred people die brutally way every scene especially fight choregraphy shot nothing short masterpiece great actor epic storyline comedic scene yes would many extraordinary breath taking scene perfect nd best movie ever saw theatre endgame ofcourse nonethless movie worth missing everything go watch theatre especially dx might regret rest life,10,2023-03-23,0.35343137254901963,Positive
John Wick: Chapter 4,john wick keanu reef must find way outwitting high table gaining freedom however leadership arrogant sadistic marquis bill skarsgard contract remains place marquis start seeking revenge winston killing wick jwthere simply film like jw film basically wick move one impossible scenario another beating killing must baddie film trick stunning balletic way scene put together incredibly beautifully designed almost hypnotic watch scene watch wick move room room burning people shooting filmed extraordinary wick coolest character screen since frank bullitt well supported ian mcshane hiroyuki sanada donnie yen skarsgard terrific bad guywhether th film remains seen would nice planet life hope,7,2023-04-08,0.11962962962962966,Positive
Glorious Insanity,john wick chapter join mad max fury road fourth film action franchise also handsdown best film franchisethe pacing issue present last two movie nowhere seen remarkable given behemoth minute runtime absolutely earns runtime action sequence never feel repetitive plot always movingevery single gloriously carnagefilled set piece introduces unique geography weaponry style mix every scene shocking thrilling last cant remember last time consistently entertained nearly three straight hoursthis time around also several new character introduced theyre given much personality narrative purpose anything weve seen film first time four movie actually got invested story multiple level rather thoroughly entertained actionbut must also acknowledged movie absolutely insane meant taken seriously john wick invincible man frequently surviving thing man possibly survive implausibility bother nightmarethe story try dive deeper theme action consequence nobody immune consequence touched upon previous movie commend trying still done far surfacelevel way impactful writer really glossed pretty heavy plot point whose consequence explored greater detail didnt feel anything think wanted feel film endedbut minor complaint movie like chapter display master action filmmaker continues dare go bigger bolder cant wait see kind spectacle present u next,9,2023-03-23,0.04337058290546664,Positive
Everyone here has drank the Kool-Aid,listen movie far good others little realism compared others numerous time john fall like story get walk also get hit car numerous time simply walk also fall step get walk realism herealso acting incredibly bad like really really bad laurence fishborne going top keanu saying much make sound like he strokeadding black assassin dude simply diversity hire weird choice like seriously black dude dude complete wild card idea whose side trying kill john also trying save also dog help didnt halle berry exact gimmick last movie trick going nutsand john motivation japan kill high table person wasnt marque person introduced sooner blind assassin x better assassin lastly john go allllll crap die end protect winston dude shot roofoverall couple good part movie nothing movie hadnt done,4,2023-03-27,-0.0004166666666666592,Negative
